tox_cas_edf_id,tox_chemical_name,tox_recognized,tox_recognized_cancer,tox_recognized_cardio_blood,tox_recognized_developmental,tox_recognized_endocrine,tox_recognized_gastro_liver,tox_recognized_immunotoxicity,tox_recognized_kidney,tox_recognized_musculoskeletal,tox_recognized_neurotoxicity,tox_recognized_reproductive,tox_recognized_respiratory,tox_recognized_skin_sense,tox_suspected,tox_suspected_cancer,tox_suspected_cardio_blood,tox_suspected_developmental,tox_suspected_endocrine,tox_suspected_gastro_liver,tox_suspected_immunotoxicity,tox_suspected_kidney,tox_suspected_musculoskeletal,tox_suspected_neurotoxicity,tox_suspected_reproductive,tox_suspected_respiratory,tox_suspected_skin_sense
374-07-2,"1,1,1,2-TETRAFLUORO-2,2-DICHLOROETHANE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3761-53-3,C.I. FOOD RED 5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
37680-65-2,"2,2',5-TRICHLOROBIPHENYL (PCB-18)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37680-66-3,"2,2',4-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37680-68-5,"2,3',5'-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37680-69-6,"3,3',4-TRICHLOROBIPHENYL (PCB-35)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37680-73-2,"2,2',4,5,5'-PENTACHLOROBIPHENYL (PCB-101)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3771-19-5,NAFENOPIN,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3775-55-1,"2-amino-5-(5-nitro-2-furyl)-1,3,4-oxadiazole",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3775-90-4,2-TERT-BUTYLAMINOETYLMETAKRYLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3778-73-2,IFOSFAMIDE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1
379-79-3,ERGOTAMINE TARTRATE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
3795-88-8,5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)amino]-2-oxazolidinone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3796-23-4,3-TRIFLUOROMETHYLPYRIDINE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3810-74-0,STREPTOMYCIN SULFATE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3817-11-6,N-NITROSO-N-BUTYL-N-(4-HYDROXYBUTYL)AMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
38194-50-2,Sulindac,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
382-21-8,PERFLUOROISOBUTYLENE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3825-26-1,AMMONIUM PERFLUOROOCTANOATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
38252-74-3,N-NITROSO- N-BUTYL- N-(3-CARBOXYPROPYL)AMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
38260-01-4,TRIENTINE HYDROCHLORIDE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
38379-99-6,"2,3'3,5,6-PENTACHLOROBIPHENYL (PCB-95)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38380-01-7,"2,2'4,4',6-PENTACHLOROBIPHENYL (PCB-99)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38380-02-8,"2,2',3,4,5'-PENTACHLOROBIPHENYL (PCB-87)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38380-03-9,"2,3,3',4',6-PENTACHLOROBIPHENYL (PCB-110)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38380-04-0,"2,2',3,4',5',6-HEXACHLOROBIPHENYL (PCB-149)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38380-05-1,"2,2',3,3',4,6'-Hexachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38380-07-3,"2,2',3,3',4,4'-HEXACHLOROBIPHENYL (PCB-128)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38380-08-4,"2,3,3',4,4',5-HEXACHLOROBIPHENYL (PCB-156)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38411-22-2,"2,2',3,3',6,6'-HEXACHLOROBIPHENYL (PCB-136)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38411-25-5,"2,2',3,3',4,5,6'-Heptachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-73-4,"2,2',6-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-76-7,"2,3',6-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-77-8,"2,4',6-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-78-9,"2,2'3-TRICHLOROBIPHENYL (PCB-16)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-81-4,"2,3',5-TRICHLOROBIPHENYL (PCB-26)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-84-7,"2,3,3'-TRICHLOROBIPHENYL (PCB-20)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-85-8,"2,3,4'-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-86-9,"2',3,4-TRICHLOROBIPHENYL (PCB-33)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-87-0,"3,3',5-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-88-1,"3,4',5-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-90-5,"3,4,4'-Trichlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38444-93-8,"2,3',3,3'-TETRACHLOROBIPHENYL (PCB-40)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38514-71-5,2-AMINO-4-(5-NITRO-2-FURYL)THIAZOLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
38640-62-9,"Naphthalene, bis(1-methylethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
38661-72-2,"1,3-BIS(METHYLISOCYANATE)CYCLOHEXANE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38727-55-8,DIETHATYL ETHYL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
389-08-2,NALIDIXIC ACID,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
38998-75-3,HEPTACHLORODIBENZOFURAN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39001-02-0,"1,2,3,4,6,7,8,9-OCTACHLORODIBENZOFURAN",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
39156-41-7,"2,4-DIAMINOANISOLE SULFATE",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
392-56-3,HEXAFLUOROBENZENE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
39227-28-6,"1,2,3,4,7,8-HEXACHLORODIBENZO-P-DIOXIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39236-46-9,"Urea, N,N''-methylenebis[N'-[3-(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl]-",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3926-62-3,"ACETIC ACID, CHLORO-, SODIUM SALT (8CI)(9CI)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
39300-45-3,DINOCAP,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
39301-00-3,ALBITOCIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
39390-62-0,ALKYLGLYCIDYLETER MED 12-14 KOLATOMER I ALKYLKEDJAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
39413-47-3,BERYLLIUM ZINC SILICATE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39485-83-1,"2,2'4,4',6-PENTACHLOROBIPHENYL (PCB-100)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39515-41-8,FENPROPATHRIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39515-51-0,3-PHENOXYBENZALDEHYDE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3963-95-9,METHACYCLINE HYDROCHLORIDE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39635-31-9,"2,3,3',4,4',5,5'-HpCB",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39635-32-0,"2,3,3',5,5'-Pentachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39635-33-1,"3,3',4,5,5'-Pentachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39635-34-2,"2,3,3',4',5,5'-Hexachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39635-35-3,"2,3,3',4,5,5'-Hexachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39638-32-9,BIS(2-CHLOROISOPROPYL) ETHER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
39765-80-5,"NONACHLOR, TRANS-",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
39801-14-4,PHOTOMIREX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
39831-55-5,AMIKACIN SULFATE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016-14-2,ISOPROPYL GLYCIDYL ETHER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
40186-70-7,"2,2',3,3',4,5',6-Heptachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40186-71-8,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40186-72-9,"2,2',3,3',4,4',5,5',6-NONACHLOROBIPHENYL (PCB-206)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4032-26-2,"Dipyrido[1,2-a:2',1'-c]pyrazinediium, 6,7-dihydro-, dichloride",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40321-76-4,"1,2,3,7,8-PENTACHLORODIBENZO-P-DIOXIN",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4044-65-9,BITOSCANATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
40487-42-1,PENDIMETHALIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
4067-16-7,PENTAETHYLENEHEXAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4074-88-8,DIETHYLENE GLYCOL DIACRYLATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4080-31-3,"1-(3-CHLOROALLYL)-3,5,7-TRIAZA-1-AZONIAADAMANTANE CHLORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
4083-64-1,4-METHYLBENZENESULFONYL ISOCYANATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4095-45-8,PHENARSAZINE OXIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4097-22-7,"2,'3'-DIDEOXYADENOSINE (DDA)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4098-71-9,ISOPHORONE DIISOCYANATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
4109-96-0,DICHLOROSILANE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41198-08-7,PROFENOFOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4128-73-8,"1,1'-OXYBIS(4-ISOCYANATOBENZENE)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41340-25-4,etodolac,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
41411-61-4,"2,2',3,4,5,6-Hexachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41411-62-5,"2,3,3',4,5,6-Hexachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41411-63-6,"2,3,4,4',5,6-Hexachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41411-64-7,"2,3,3',4,4',5,6-Heptachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-39-5,"2,2',3,5'-TETRACHLOROBIPHENYL (PCB-44)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-40-8,"2,2',4,5'-TETRACHLOROBIPHENYL (PCB-49)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-41-9,"2,2',5,6'-TETRACHLOROBIPHENYL (PCB-53)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-42-0,"2,3',5,5'-Tetrachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-43-1,"2,3,3',4'-Tetrachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-46-4,"2,3',4',6-Tetrachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-47-5,"2,2',3,6'-Tetrachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-48-6,"3,3',4,5'-Tetrachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-49-7,"2,3,3',5'-Tetrachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41464-51-1,"2,2',3,4',5'-Pentachlorobiphenyl",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41483-43-6,Bupirimate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41575-94-4,CARBOPLATIN,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170-30-3,CROTONALDEHYDE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
41766-75-0,"3,3'-DIMETHYLBENZIDINE DIHYDROFLUORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4180-23-8,(E)-1-METHOXY-4-(1-PROPENYL)BENZENE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41814-78-2,Tricyclazole,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
420-04-2,CYANAMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
420-12-2,ETHYLENE SULPHIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42011-48-3,"2,2,2-TRIFLUORO-N-[4-(5-NITRO-2-FURYL)-2-THIAZOLYL]ACETAMIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
42397-64-8,"1,6-DINITROPYRENE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42397-65-9,"1,8-DINITROPYRENE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42615-29-2,LAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
42740-50-1,"2,2¿,3,3¿,4,4¿,5,6¿-Octachlorobiphenyl (PCB196)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42874-03-3,OXYFLUORFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
4291-63-8,CLADRIBINE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42978-66-5,"(1-METHYL-1,2-ETHANEDIYL)BIS(OXY(METHYL-2,1-ETHANEDIYL)) DIACRYLAT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
43121-43-3,TRIADIMEFON,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
434-07-1,OXYMETHOLONE,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4342-03-4,DACARBAZINE,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4342-30-7,"Phenol, 2-[[(tributylstannyl)oxy]carbony",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4342-36-3,TRIBUTYLTIN BENZOATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
435-97-2,PHENPROCOUMON,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4376-20-9,Mono-2-ethylhexyl phthalate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
438-41-5,CHLORDIAZEPOXIDE HYDROCHLORIDE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
438-67-5,SODIUM ESTRONE SULFATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
439-14-5,DIAZEPAM,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
4418-26-2,SODIUM DEHYDROACETATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
443-48-1,METRONIDAZOLE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
4454-05-1,"2,3-DIHYDRO-2-METHOXY(4H)PYRAN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
446-86-6,AZATHIOPRINE,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1
4549-40-0,N-NITROSOMETHYLVINYLAMINE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549-44-4,N'-ethyl-N-nitrosobutylamine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
460-19-5,CYANOGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
460-35-5,"3-CHLORO-1,1,1-TRIFLUOROPROPANE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4602-84-0,"2,6,10-DODECATRIEN-1-OL, 3,7,11-TRIMETHYL-",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
463-04-7,amyl nitrite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
463-51-4,KETENE; ETHENONE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463-58-1,CARBONYL SULFIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
469-62-5,DEXTROPROPOXYPHENE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
470-90-6,CHLORFENVINFOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
4719-04-4,"1,3,5-TRIAZINE-1,3,5(2H,4H,6H)-TRIETHANOL (9CI)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
474-25-9,CHENODIOL,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4759-48-2,ISOTRETINOIN,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
4782-29-0,"Stannane, [1,2-phenylenebis(carbonyloxy)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
479-45-8,TETRYL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
480-54-6,RETRORSINE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4812-22-0,3-NITRO-3-HEXENE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4824-78-6,BROMOPHOS-ETHYL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
484-20-8,5-METHOXYPSORALEN,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
485-31-4,BINAPACRYL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
485-47-2,Ninhydrin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
486-56-6,COTININE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491-35-0,4-methylquinoline,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
492-80-8,AURAMINE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
494-03-1,"N,N-BIS(2-CHLOROETHYL)-2-NAPHTHYLAMINE (CHLORNAPAZINE)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
496-72-0,"3,4-DIAMINOTOLUENE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497-19-8,SODIUM CARBONATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
49842-07-1,TOBRAMYCIN SULFATE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986-89-4,PENTAERYTHRITOL TETRAACRYLATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50-00-0,FORMALDEHYDE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1
50-06-6,PHENOBARBITAL,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
50-07-7,MITOMYCIN C,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
50-12-4,MEPHENYTOIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
